time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2023-01-10T16:00,6.6,55,-1.7,1.4,0.00,0.00,0.00,986.3,82,19.5,341,6.1,0.389,0
2023-01-10T17:00,5.9,58,-1.9,0.9,0.00,0.00,0.00,987.3,64,17.3,343,5.6,0.388,0
2023-01-10T18:00,5.4,58,-2.1,0.7,0.00,0.00,0.00,988.0,19,15.0,343,5.2,0.387,0
2023-01-10T19:00,4.3,62,-2.3,-0.0,0.00,0.00,0.00,988.4,14,12.9,342,4.6,0.387,0
2023-01-10T20:00,3.6,64,-2.5,-0.8,0.00,0.00,0.00,988.8,4,13.0,341,4.1,0.386,0
2023-01-10T21:00,2.9,65,-2.9,-1.3,0.00,0.00,0.00,989.2,0,11.4,342,3.7,0.386,0
2023-01-10T22:00,2.3,67,-3.3,-1.9,0.00,0.00,0.00,989.6,0,10.6,342,3.2,0.385,0
2023-01-10T23:00,1.7,67,-3.7,-2.5,0.00,0.00,0.00,989.5,0,11.0,337,2.7,0.385,0
2023-01-11T00:00,2.3,63,-4.1,-2.2,0.00,0.00,0.00,989.2,0,12.2,326,2.9,0.382,0
2023-01-11T01:00,1.7,65,-4.3,-2.5,0.00,0.00,0.00,989.3,5,10.3,331,2.5,0.382,0
2023-01-11T02:00,0.5,70,-4.3,-3.1,0.00,0.00,0.00,989.0,2,6.4,322,1.9,0.381,0
2023-01-11T03:00,-1.1,78,-4.5,-4.8,0.00,0.00,0.00,988.9,0,6.3,301,1.1,0.381,0
2023-01-11T04:00,-0.8,74,-4.8,-3.9,0.00,0.00,0.00,988.8,7,1.8,270,0.6,0.381,0
2023-01-11T05:00,-1.1,75,-5.0,-4.6,0.00,0.00,0.00,988.9,0,4.3,228,0.4,0.381,0
2023-01-11T06:00,-1.2,75,-5.2,-5.0,0.00,0.00,0.00,988.9,0,6.3,204,0.3,0.380,0
2023-01-11T07:00,-1.1,75,-5.0,-5.0,0.00,0.00,0.00,989.0,14,8.0,216,0.3,0.380,1
2023-01-11T08:00,1.3,68,-4.0,-1.9,0.00,0.00,0.00,989.7,10,3.2,207,0.3,0.380,1
2023-01-11T09:00,3.1,65,-2.9,0.4,0.00,0.00,0.00,989.5,19,0.8,27,0.6,0.380,1
2023-01-11T10:00,4.5,63,-2.0,1.7,0.00,0.00,0.00,989.6,96,2.5,8,1.8,0.379,1
2023-01-11T11:00,5.1,62,-1.5,2.5,0.00,0.00,0.00,988.8,100,1.5,76,2.9,0.379,1
2023-01-11T12:00,4.9,66,-1.0,2.0,0.00,0.00,0.00,988.9,100,4.1,52,1.1,0.373,1
2023-01-11T13:00,3.9,73,-0.5,1.4,0.00,0.00,0.00,988.1,100,1.5,14,1.8,0.372,1
2023-01-11T14:00,3.7,72,-0.9,1.0,0.00,0.00,0.00,987.8,97,3.3,131,2.3,0.372,1
2023-01-11T15:00,3.1,73,-1.3,0.1,0.00,0.00,0.00,987.7,36,5.0,159,2.4,0.372,1
2023-01-11T16:00,2.7,72,-1.9,-0.6,0.00,0.00,0.00,987.3,92,5.8,180,2.0,0.372,0
2023-01-11T17:00,2.8,74,-1.3,-0.4,0.00,0.00,0.00,987.1,100,5.5,203,1.9,0.372,0
2023-01-11T18:00,3.1,76,-0.6,0.1,0.00,0.00,0.00,987.0,90,5.1,219,1.9,0.372,0
2023-01-11T19:00,2.9,79,-0.4,-0.3,0.10,0.10,0.00,986.7,90,6.9,186,2.0,0.373,0
2023-01-11T20:00,3.8,69,-1.3,0.9,0.00,0.00,0.00,986.8,90,4.0,170,2.1,0.373,0
2023-01-11T21:00,3.5,70,-1.5,0.7,0.00,0.00,0.00,986.9,87,2.9,277,1.8,0.373,0
2023-01-11T22:00,1.9,82,-0.9,-1.2,0.00,0.00,0.00,987.6,100,6.1,357,1.7,0.373,0
2023-01-11T23:00,1.6,81,-1.3,-1.3,0.00,0.00,0.00,988.2,100,4.4,351,1.7,0.373,0
2023-01-12T00:00,1.3,92,0.2,-1.1,0.70,0.70,0.00,988.4,100,1.9,158,1.2,0.383,0
2023-01-12T01:00,1.6,91,0.4,-0.7,0.60,0.60,0.00,988.7,100,1.6,297,1.4,0.390,0
2023-01-12T02:00,2.3,83,-0.2,-0.1,0.30,0.30,0.00,988.6,90,1.9,248,1.5,0.394,0
2023-01-12T03:00,2.4,84,-0.0,-0.1,0.20,0.20,0.00,988.8,94,2.4,153,1.6,0.395,0
2023-01-12T04:00,2.4,85,0.1,0.0,0.00,0.00,0.00,989.1,94,1.5,315,1.5,0.394,0
2023-01-12T05:00,1.6,92,0.4,-1.4,0.00,0.00,0.00,989.0,84,6.3,283,1.2,0.393,0
2023-01-12T06:00,1.5,92,0.4,-1.4,0.00,0.00,0.00,989.1,90,6.0,205,1.0,0.392,0
2023-01-12T07:00,1.1,93,0.2,-1.9,0.00,0.00,0.00,989.4,75,6.2,190,0.7,0.391,1
2023-01-12T08:00,2.7,91,1.4,0.3,0.00,0.00,0.00,990.1,0,3.3,221,1.0,0.390,1
2023-01-12T09:00,4.7,87,2.8,2.6,0.00,0.00,0.00,990.5,7,3.3,186,2.4,0.389,1
2023-01-12T10:00,6.9,84,4.5,5.3,0.00,0.00,0.00,990.6,0,2.2,171,4.1,0.389,1
2023-01-12T11:00,8.6,78,5.0,6.9,0.00,0.00,0.00,990.2,21,3.3,174,5.5,0.388,1
2023-01-12T12:00,9.9,68,4.2,7.4,0.00,0.00,0.00,990.4,31,7.2,174,5.9,0.390,1
2023-01-12T13:00,10.0,66,3.9,7.4,0.00,0.00,0.00,989.9,30,8.4,173,6.4,0.389,1
2023-01-12T14:00,9.4,69,3.9,6.7,0.00,0.00,0.00,989.5,30,8.6,165,6.5,0.388,1
2023-01-12T15:00,7.6,73,3.1,4.5,0.00,0.00,0.00,989.1,35,10.5,176,6.0,0.388,1
2023-01-12T16:00,6.1,78,2.5,2.7,0.00,0.00,0.00,989.0,89,11.6,187,5.2,0.387,0
2023-01-12T17:00,5.6,80,2.5,2.1,0.00,0.00,0.00,988.5,23,12.5,192,4.8,0.387,0
2023-01-12T18:00,4.7,84,2.3,1.0,0.00,0.00,0.00,988.1,42,13.6,191,4.3,0.386,0
2023-01-12T19:00,4.0,86,1.9,0.3,0.00,0.00,0.00,987.9,45,12.8,191,3.8,0.385,0
2023-01-12T20:00,3.6,87,1.6,0.1,0.00,0.00,0.00,987.6,29,11.2,195,3.5,0.385,0
2023-01-12T21:00,2.8,88,1.0,-0.5,0.00,0.00,0.00,987.1,34,8.9,201,3.0,0.385,0
2023-01-12T22:00,2.3,89,0.7,-0.9,0.00,0.00,0.00,987.2,83,7.8,202,2.5,0.384,0
2023-01-12T23:00,2.3,90,0.9,-0.8,0.00,0.00,0.00,987.2,90,7.6,205,2.2,0.384,0
2023-01-13T00:00,1.4,95,0.7,-1.7,0.00,0.00,0.00,987.1,90,6.9,223,2.3,0.382,0
2023-01-13T01:00,0.8,96,0.3,-2.2,0.00,0.00,0.00,986.8,89,6.4,232,1.8,0.381,0
2023-01-13T02:00,0.8,95,0.2,-2.2,0.00,0.00,0.00,986.2,90,6.4,232,1.6,0.381,0
2023-01-13T03:00,1.8,94,0.9,-0.7,0.00,0.00,0.00,986.0,90,3.5,246,1.5,0.381,0
2023-01-13T04:00,1.0,96,0.5,-1.6,0.00,0.00,0.00,985.7,90,3.8,253,1.6,0.380,0
2023-01-13T05:00,0.8,97,0.4,-1.5,0.00,0.00,0.00,985.5,90,1.8,307,1.6,0.380,0
2023-01-13T06:00,1.3,94,0.4,-1.1,0.00,0.00,0.00,985.5,87,2.3,321,1.6,0.380,0
2023-01-13T07:00,1.1,92,0.0,-2.0,0.00,0.00,0.00,985.5,89,6.8,198,1.3,0.379,1
2023-01-13T08:00,3.1,85,0.9,0.3,0.00,0.00,0.00,985.6,88,5.0,201,1.8,0.379,1
2023-01-13T09:00,4.9,77,1.2,2.0,0.00,0.00,0.00,985.2,62,7.0,192,2.6,0.379,1
2023-01-13T10:00,7.8,67,2.1,5.2,0.00,0.00,0.00,985.3,76,5.4,180,3.9,0.378,1
2023-01-13T11:00,8.7,65,2.4,6.3,0.00,0.00,0.00,984.5,90,4.9,163,4.9,0.378,1
2023-01-13T12:00,9.9,65,3.6,7.2,0.00,0.00,0.00,984.2,39,8.3,182,4.7,0.375,1
2023-01-13T13:00,10.3,62,3.4,7.5,0.00,0.00,0.00,983.6,45,8.3,185,5.6,0.374,1
2023-01-13T14:00,9.1,78,5.4,7.2,0.00,0.00,0.00,983.8,80,5.6,195,5.9,0.374,1
2023-01-13T15:00,7.8,73,3.2,5.2,0.00,0.00,0.00,983.9,90,7.2,174,5.4,0.374,1
2023-01-13T16:00,6.0,78,2.5,3.2,0.00,0.00,0.00,983.8,89,7.3,189,4.6,0.374,0
2023-01-13T17:00,6.4,76,2.5,3.5,0.00,0.00,0.00,984.1,90,7.8,193,4.3,0.373,0
2023-01-13T18:00,4.7,86,2.6,2.3,0.10,0.10,0.00,984.3,90,4.7,261,4.0,0.374,0
2023-01-13T19:00,3.8,92,2.5,1.4,0.00,0.00,0.00,985.2,80,4.3,318,3.7,0.374,0
2023-01-13T20:00,1.9,95,1.2,-0.8,0.00,0.00,0.00,985.5,75,5.2,304,3.1,0.374,0
2023-01-13T21:00,2.4,94,1.5,-0.3,0.00,0.00,0.00,986.2,62,5.6,320,2.9,0.374,0
2023-01-13T22:00,2.9,91,1.5,0.5,0.00,0.00,0.00,986.5,73,3.7,11,2.8,0.373,0
2023-01-13T23:00,1.6,94,0.8,-1.1,0.00,0.00,0.00,986.8,74,4.7,274,2.5,0.373,0
2023-01-14T00:00,1.2,92,0.1,-1.9,0.00,0.00,0.00,987.7,88,6.6,315,2.2,0.374,0
2023-01-14T01:00,2.5,89,0.8,-0.3,0.00,0.00,0.00,988.0,94,5.4,318,2.3,0.374,0
2023-01-14T02:00,2.8,88,1.1,-0.5,0.00,0.00,0.00,988.6,73,9.2,321,2.4,0.374,0
2023-01-14T03:00,2.9,90,1.4,-0.4,0.00,0.00,0.00,988.8,91,9.4,317,2.4,0.374,0
2023-01-14T04:00,2.8,90,1.4,-0.1,0.00,0.00,0.00,989.0,43,7.1,319,2.4,0.373,0
2023-01-14T05:00,1.7,93,0.7,-1.5,0.00,0.00,0.00,989.5,3,8.4,335,2.1,0.373,0
2023-01-14T06:00,0.0,93,-0.9,-3.1,0.00,0.00,0.00,989.7,0,5.6,310,1.6,0.373,0
2023-01-14T07:00,-1.1,94,-2.0,-4.4,0.00,0.00,0.00,989.9,0,5.8,270,1.0,0.373,1
2023-01-14T08:00,1.8,89,0.2,-0.9,0.00,0.00,0.00,990.5,0,3.5,246,1.4,0.373,1
2023-01-14T09:00,5.5,80,2.4,3.2,0.00,0.00,0.00,991.3,0,3.3,139,2.7,0.372,1
2023-01-14T10:00,7.8,73,3.3,5.5,0.00,0.00,0.00,991.4,0,5.0,159,4.2,0.372,1
2023-01-14T11:00,9.3,65,3.2,6.6,0.00,0.00,0.00,990.5,0,7.9,183,5.5,0.371,1
2023-01-14T12:00,10.0,65,3.8,7.1,0.00,0.00,0.00,990.9,1,9.7,182,7.6,0.379,1
2023-01-14T13:00,10.3,55,1.8,6.5,0.00,0.00,0.00,990.0,3,13.3,182,7.6,0.378,1
2023-01-14T14:00,9.9,58,1.9,6.4,0.00,0.00,0.00,989.8,26,11.5,180,7.4,0.378,1
2023-01-14T15:00,8.2,63,1.6,4.4,0.00,0.00,0.00,989.5,27,12.6,175,6.8,0.377,1
2023-01-14T16:00,6.2,71,1.4,2.3,0.00,0.00,0.00,989.1,30,13.7,178,5.9,0.377,0
2023-01-14T17:00,5.3,79,1.9,1.5,0.00,0.00,0.00,989.3,20,13.4,188,5.1,0.376,0
2023-01-14T18:00,4.5,87,2.6,0.8,0.00,0.00,0.00,988.6,28,13.4,186,4.5,0.376,0
2023-01-14T19:00,4.1,90,2.6,0.5,0.00,0.00,0.00,988.2,33,13.4,188,4.1,0.376,0
2023-01-14T20:00,4.2,89,2.5,0.4,0.00,0.00,0.00,987.8,34,14.1,183,3.9,0.375,0
2023-01-14T21:00,3.9,89,2.3,0.1,0.00,0.00,0.00,987.0,71,14.0,179,3.7,0.375,0
2023-01-14T22:00,4.1,88,2.3,0.3,0.00,0.00,0.00,986.6,76,14.0,180,3.6,0.375,0
2023-01-14T23:00,4.6,84,2.2,0.7,0.00,0.00,0.00,985.9,86,14.9,172,3.7,0.375,0
2023-01-15T00:00,4.7,81,1.8,0.6,0.00,0.00,0.00,984.5,27,15.5,177,3.2,0.377,0
2023-01-15T01:00,3.7,83,1.1,-0.2,0.00,0.00,0.00,983.8,29,13.4,175,3.1,0.377,0
2023-01-15T02:00,3.7,78,0.3,-0.3,0.00,0.00,0.00,983.1,48,13.3,183,3.0,0.377,0
2023-01-15T03:00,4.0,75,-0.1,-0.3,0.00,0.00,0.00,982.2,48,14.8,181,3.0,0.376,0
2023-01-15T04:00,3.9,74,-0.2,-0.2,0.00,0.00,0.00,981.8,29,13.7,178,3.0,0.376,0
2023-01-15T05:00,4.2,73,-0.1,-0.2,0.00,0.00,0.00,981.2,32,15.2,185,3.0,0.375,0
2023-01-15T06:00,4.6,74,0.3,0.2,0.00,0.00,0.00,980.7,17,16.3,185,3.1,0.375,0
2023-01-15T07:00,4.9,77,1.2,0.6,0.00,0.00,0.00,980.4,29,16.2,180,3.2,0.375,1
2023-01-15T08:00,6.7,76,2.9,2.6,0.00,0.00,0.00,980.1,100,16.9,179,3.8,0.374,1
2023-01-15T09:00,8.6,72,3.8,4.7,0.00,0.00,0.00,980.0,100,16.6,185,4.6,0.374,1
2023-01-15T10:00,9.3,70,4.1,5.5,0.00,0.00,0.00,979.4,100,16.6,178,5.5,0.373,1
2023-01-15T11:00,10.2,66,4.1,6.3,0.00,0.00,0.00,978.2,100,17.2,206,6.3,0.373,1
2023-01-15T12:00,11.5,65,5.0,7.9,0.00,0.00,0.00,977.3,100,16.3,211,6.2,0.370,1
2023-01-15T13:00,10.6,68,4.9,7.4,0.00,0.00,0.00,976.3,80,13.2,191,6.8,0.370,1
2023-01-15T14:00,10.2,68,4.5,7.3,0.00,0.00,0.00,976.4,100,10.9,197,7.0,0.369,1
2023-01-15T15:00,9.4,71,4.5,6.8,0.00,0.00,0.00,976.9,100,9.0,180,6.9,0.369,1
2023-01-15T16:00,8.8,74,4.4,6.0,0.00,0.00,0.00,977.5,100,9.4,187,6.6,0.369,0
2023-01-15T17:00,7.9,79,4.5,5.4,0.00,0.00,0.00,977.9,100,8.0,198,6.2,0.369,0
2023-01-15T18:00,7.6,82,4.7,5.3,0.00,0.00,0.00,978.3,100,7.2,207,6.0,0.369,0
2023-01-15T19:00,6.6,89,4.9,4.6,0.50,0.50,0.00,978.5,100,5.0,240,5.8,0.372,0
2023-01-15T20:00,6.3,91,5.0,4.4,1.50,1.50,0.00,978.7,100,4.8,347,5.6,0.391,0
2023-01-15T21:00,5.7,93,4.6,3.3,1.00,1.00,0.00,978.5,100,7.1,315,5.4,0.403,0
2023-01-15T22:00,5.5,92,4.3,3.3,1.00,1.00,0.00,978.5,100,5.9,317,5.2,0.414,0
2023-01-15T23:00,5.5,90,4.0,2.9,1.80,1.80,0.00,978.4,100,7.6,335,5.0,0.430,0
2023-01-16T00:00,5.4,90,3.8,2.6,2.00,2.00,0.00,977.8,100,8.7,60,5.7,0.435,0
2023-01-16T01:00,4.8,92,3.6,1.7,1.90,1.90,0.00,978.0,100,10.9,107,5.3,0.437,0
2023-01-16T02:00,2.9,100,2.9,0.3,3.40,3.20,0.14,977.8,100,6.7,74,4.9,0.434,0
2023-01-16T03:00,1.8,99,1.7,-0.8,4.50,2.20,1.61,976.8,100,5.1,94,4.3,0.438,0
2023-01-16T04:00,1.2,100,1.2,-1.1,4.20,1.00,2.24,976.0,100,2.7,23,3.8,0.436,0
2023-01-16T05:00,1.2,99,1.1,-1.7,3.70,0.70,2.10,975.2,100,6.5,326,3.4,0.435,0
2023-01-16T06:00,1.1,99,1.0,-2.2,3.40,0.60,1.96,974.8,100,8.7,330,3.1,0.435,0
2023-01-16T07:00,0.6,99,0.5,-2.3,2.20,0.40,1.26,973.7,100,6.1,360,2.8,0.434,1
2023-01-16T08:00,0.5,99,0.4,-2.1,0.60,0.30,0.21,972.7,100,3.7,11,2.8,0.433,1
2023-01-16T09:00,0.8,97,0.3,-1.9,0.20,0.20,0.00,971.6,100,3.7,349,2.8,0.431,1
2023-01-16T10:00,1.1,95,0.5,-1.4,0.10,0.10,0.00,970.7,100,2.9,330,3.0,0.430,1
2023-01-16T11:00,1.3,94,0.4,-1.2,0.00,0.00,0.00,969.6,100,2.8,320,3.1,0.429,1
2023-01-16T12:00,2.1,89,0.5,-0.8,0.00,0.00,0.00,968.1,100,5.6,320,3.3,0.426,1
2023-01-16T13:00,2.2,88,0.4,-0.6,0.00,0.00,0.00,967.0,100,4.8,318,3.2,0.424,1
2023-01-16T14:00,2.4,87,0.4,-0.2,0.00,0.00,0.00,965.9,91,3.1,144,3.3,0.422,1
2023-01-16T15:00,2.0,90,0.6,-1.4,0.00,0.00,0.00,965.2,89,9.1,162,3.2,0.420,1
2023-01-16T16:00,1.0,95,0.4,-2.7,0.00,0.00,0.00,964.1,26,11.4,167,2.7,0.418,0
2023-01-16T17:00,0.3,96,-0.3,-3.8,0.00,0.00,0.00,963.1,88,13.0,175,2.0,0.416,0
2023-01-16T18:00,0.8,94,-0.1,-3.3,0.00,0.00,0.00,962.7,100,13.1,189,1.8,0.414,0
2023-01-16T19:00,1.2,93,0.2,-2.6,0.00,0.00,0.00,962.1,36,11.6,175,1.8,0.413,0
2023-01-16T20:00,0.6,95,-0.1,-3.3,0.00,0.00,0.00,961.9,71,11.6,175,1.6,0.411,0
2023-01-16T21:00,0.4,95,-0.3,-3.2,0.10,0.10,0.00,961.3,100,10.0,165,1.4,0.411,0
2023-01-16T22:00,0.8,95,0.1,-2.3,0.90,0.70,0.14,960.9,100,6.4,164,1.4,0.418,0
2023-01-16T23:00,0.9,96,0.3,-2.0,0.80,0.80,0.00,960.3,100,5.6,153,1.5,0.426,0
2023-01-17T00:00,1.6,98,1.4,-0.9,1.00,1.00,0.00,960.0,100,3.9,146,2.0,0.423,0
2023-01-17T01:00,1.8,98,1.5,-0.7,0.40,0.40,0.00,960.1,100,4.5,194,2.1,0.424,0
2023-01-17T02:00,1.9,96,1.3,-0.4,0.10,0.10,0.00,960.3,77,2.6,254,1.9,0.422,0
2023-01-17T03:00,1.4,99,1.3,-0.9,0.00,0.00,0.00,960.6,86,2.3,18,1.1,0.420,0
2023-01-17T04:00,-0.0,100,-0.1,-2.8,0.00,0.00,0.00,960.6,100,4.1,15,0.6,0.418,0
2023-01-17T05:00,-0.0,100,-0.1,-2.6,0.00,0.00,0.00,960.9,93,3.1,45,0.4,0.416,0
2023-01-17T06:00,-1.6,99,-1.7,-4.7,0.00,0.00,0.00,961.5,90,4.7,171,0.3,0.414,0
2023-01-17T07:00,-1.2,99,-1.3,-4.5,0.00,0.00,0.00,962.2,84,6.7,164,0.2,0.412,1
2023-01-17T08:00,0.6,95,-0.1,-2.3,0.00,0.00,0.00,962.6,68,5.0,159,0.3,0.411,1
2023-01-17T09:00,2.6,91,1.3,0.3,0.00,0.00,0.00,962.3,100,2.1,121,0.6,0.410,1
2023-01-17T10:00,4.2,88,2.3,1.8,0.00,0.00,0.00,962.5,100,4.3,156,2.1,0.408,1
2023-01-17T11:00,6.3,78,2.8,3.4,0.00,0.00,0.00,962.0,99,8.3,180,3.6,0.407,1
2023-01-17T12:00,5.3,83,2.7,2.1,0.00,0.00,0.00,961.6,100,9.8,172,2.7,0.425,1
2023-01-17T13:00,4.6,88,2.7,2.2,0.20,0.20,0.00,960.6,100,4.7,171,3.3,0.423,1
2023-01-17T14:00,4.1,92,2.9,1.8,0.20,0.20,0.00,959.1,100,4.6,45,3.4,0.422,1
2023-01-17T15:00,3.8,95,3.1,1.6,1.30,1.30,0.00,958.6,100,4.1,38,3.5,0.435,1
2023-01-17T16:00,3.2,98,2.9,1.1,2.70,2.70,0.00,958.7,100,2.9,83,3.3,0.439,0
2023-01-17T17:00,1.7,100,1.7,-1.0,2.90,2.40,0.35,958.0,100,5.8,4,3.1,0.435,0
2023-01-17T18:00,1.4,100,1.4,-1.9,1.60,1.40,0.14,957.3,100,9.4,337,2.7,0.434,0
2023-01-17T19:00,1.7,98,1.4,-1.5,0.60,0.60,0.00,956.8,100,8.7,330,2.5,0.434,0
2023-01-17T20:00,1.8,96,1.3,-1.6,0.50,0.50,0.00,956.7,100,9.9,316,2.4,0.433,0
2023-01-17T21:00,1.7,96,1.1,-1.6,0.30,0.30,0.00,956.6,100,8.9,317,2.3,0.432,0
2023-01-17T22:00,1.7,96,1.1,-1.4,0.40,0.40,0.00,956.4,100,7.3,327,2.2,0.432,0
2023-01-17T23:00,1.8,96,1.2,-1.0,0.20,0.20,0.00,956.2,100,5.6,345,2.2,0.429,0
2023-01-18T00:00,1.7,96,1.1,-1.0,0.00,0.00,0.00,956.3,100,5.0,360,2.1,0.418,0
2023-01-18T01:00,1.5,98,1.1,-0.8,0.00,0.00,0.00,957.0,100,1.9,68,2.1,0.416,0
2023-01-18T02:00,1.6,97,1.2,-0.4,0.00,0.00,0.00,956.9,100,0.8,63,2.2,0.415,0
2023-01-18T03:00,1.5,99,1.3,-1.2,0.40,0.40,0.00,957.3,100,5.2,196,2.1,0.418,0
2023-01-18T04:00,1.4,99,1.3,-1.1,0.50,0.40,0.07,957.4,100,4.2,211,2.1,0.422,0
2023-01-18T05:00,1.5,98,1.3,-1.5,0.20,0.20,0.00,958.0,100,7.3,171,2.1,0.421,0
2023-01-18T06:00,1.1,98,0.8,-2.1,0.10,0.10,0.00,958.7,100,8.0,185,1.8,0.420,0
2023-01-18T07:00,1.2,96,0.7,-1.7,0.00,0.00,0.00,959.5,100,6.1,183,1.7,0.418,1
2023-01-18T08:00,2.1,95,1.4,-0.7,0.00,0.00,0.00,960.2,40,5.8,184,2.0,0.416,1
2023-01-18T09:00,3.6,92,2.4,1.3,0.00,0.00,0.00,961.3,10,3.7,169,2.9,0.415,1
2023-01-18T10:00,5.6,85,3.4,3.0,0.00,0.00,0.00,962.7,14,7.2,180,4.2,0.413,1
2023-01-18T11:00,7.3,74,3.0,4.1,0.00,0.00,0.00,963.0,62,10.6,190,5.2,0.411,1
2023-01-18T12:00,7.3,69,1.9,4.4,0.00,0.00,0.00,963.9,100,7.7,217,4.1,0.429,1
2023-01-18T13:00,7.2,68,1.8,4.4,0.00,0.00,0.00,964.3,83,7.0,192,5.0,0.425,1
2023-01-18T14:00,6.9,71,2.0,3.9,0.00,0.00,0.00,964.9,90,7.9,183,5.2,0.422,1
2023-01-18T15:00,5.9,79,2.5,3.2,0.00,0.00,0.00,965.2,77,6.6,151,5.0,0.420,1
2023-01-18T16:00,3.9,90,2.4,1.0,0.00,0.00,0.00,965.7,66,7.9,141,4.3,0.418,0
2023-01-18T17:00,1.8,95,1.1,-1.1,0.00,0.00,0.00,965.7,41,6.5,161,3.5,0.416,0
2023-01-18T18:00,3.0,92,1.9,0.8,0.00,0.00,0.00,966.2,92,2.5,270,2.9,0.414,0
2023-01-18T19:00,0.9,98,0.6,-2.2,0.00,0.00,0.00,966.3,100,7.2,27,2.4,0.413,0
2023-01-18T20:00,1.5,98,1.2,-1.2,0.00,0.00,0.00,966.9,100,4.8,347,2.3,0.411,0
2023-01-18T21:00,2.1,96,1.6,-0.9,0.00,0.00,0.00,967.2,94,8.0,333,2.5,0.410,0
2023-01-18T22:00,2.4,95,1.7,-1.0,0.00,0.00,0.00,967.5,100,10.4,326,2.6,0.409,0
2023-01-18T23:00,2.4,95,1.7,-1.1,0.10,0.10,0.00,967.9,100,11.2,339,2.7,0.409,0
2023-01-19T00:00,3.4,92,2.3,-0.1,0.70,0.70,0.00,968.7,100,12.2,341,3.2,0.424,0
2023-01-19T01:00,1.8,100,1.7,-1.8,1.90,1.80,0.07,969.1,100,11.8,333,3.0,0.438,0
2023-01-19T02:00,1.5,100,1.5,-2.2,2.20,1.20,0.70,969.5,100,12.2,341,2.8,0.437,0
2023-01-19T03:00,1.3,99,1.2,-2.5,1.40,1.00,0.28,969.7,100,12.4,338,2.6,0.438,0
2023-01-19T04:00,1.2,99,1.0,-2.8,1.10,0.60,0.35,969.8,100,14.0,334,2.4,0.435,0
2023-01-19T05:00,1.1,94,0.3,-3.3,0.70,0.30,0.28,970.0,100,15.9,335,2.2,0.432,0
2023-01-19T06:00,1.0,87,-0.9,-3.6,0.50,0.10,0.28,971.0,100,16.1,333,1.9,0.428,0
2023-01-19T07:00,0.7,87,-1.2,-3.6,0.50,0.10,0.28,971.4,93,14.0,337,1.7,0.425,1
2023-01-19T08:00,1.0,85,-1.2,-3.1,0.20,0.00,0.14,972.0,94,12.0,327,1.6,0.422,1
2023-01-19T09:00,1.4,82,-1.4,-2.6,0.20,0.00,0.14,972.6,91,11.6,324,1.8,0.419,1
2023-01-19T10:00,1.9,79,-1.3,-1.8,0.40,0.00,0.28,973.2,90,9.1,288,2.0,0.418,1
2023-01-19T11:00,2.1,82,-0.7,-1.6,0.30,0.10,0.14,973.4,90,10.0,291,2.3,0.417,1
2023-01-19T12:00,1.5,91,0.2,-1.1,0.20,0.10,0.07,974.5,96,3.3,221,2.0,0.431,1
2023-01-19T13:00,2.0,89,0.3,-0.9,0.30,0.20,0.07,974.6,92,5.4,290,2.4,0.429,1
2023-01-19T14:00,2.3,82,-0.4,-0.9,0.10,0.10,0.00,975.3,92,7.0,291,2.5,0.427,1
2023-01-19T15:00,1.8,80,-1.3,-1.4,0.00,0.00,0.00,975.8,83,6.1,315,2.3,0.424,1
2023-01-19T16:00,1.0,82,-1.7,-2.1,0.00,0.00,0.00,976.0,63,5.1,309,1.8,0.421,0
2023-01-19T17:00,-0.0,85,-2.3,-3.3,0.00,0.00,0.00,976.4,82,5.2,304,1.3,0.419,0
2023-01-19T18:00,-1.8,87,-3.7,-5.7,0.00,0.00,0.00,976.5,48,8.7,318,0.7,0.417,0
2023-01-19T19:00,-2.4,85,-4.6,-6.0,0.00,0.00,0.00,977.0,86,6.0,295,0.4,0.415,0
2023-01-19T20:00,-2.3,87,-4.1,-5.8,0.00,0.00,0.00,976.9,38,5.2,304,0.3,0.413,0
2023-01-19T21:00,-2.1,86,-4.1,-5.7,0.00,0.00,0.00,977.1,31,6.4,322,0.2,0.412,0
2023-01-19T22:00,-2.4,86,-4.4,-6.1,0.00,0.00,0.00,977.2,35,6.3,329,0.1,0.411,0
2023-01-19T23:00,-2.3,88,-4.1,-6.1,0.00,0.00,0.00,977.3,33,7.4,337,0.0,0.410,0
2023-01-20T00:00,-3.1,92,-4.2,-6.8,0.00,0.00,0.00,977.4,89,7.0,348,1.8,0.403,0
2023-01-20T01:00,-2.7,92,-3.8,-6.0,0.00,0.00,0.00,977.8,100,4.8,312,0.7,0.403,0
2023-01-20T02:00,-2.2,90,-3.6,-5.5,0.00,0.00,0.00,977.8,100,4.1,322,0.5,0.402,0
2023-01-20T03:00,-2.1,90,-3.5,-5.5,0.00,0.00,0.00,977.5,98,5.4,340,0.4,0.401,0
2023-01-20T04:00,-2.9,91,-4.1,-6.3,0.00,0.00,0.00,977.7,90,4.7,337,0.3,0.401,0
2023-01-20T05:00,-2.4,90,-3.9,-5.9,0.00,0.00,0.00,978.2,100,5.4,340,0.2,0.400,0
